OBJECTID,FEATURE_TYPE,INDUSTRY_ID,STATION_NAME,STATION_OWNER,STATION_DESCRIPTION,STATION_ADDRESS,STATION_SUBURB,STATION_POSTCODE,STATION_STATE,OPERATIONAL_STATUS,SPATIAL_CONFIDENCE,GNAF_ASSIGNMENT_METHOD,STATION_REVISED_DATE,GNAF_FORMATTED_ADDRESS,GNAF_ADDRESS_DETAIL_PID,GNAF_CONFIDENCE,GNAF_SUBURB,GNAF_POSTCODE,DISTANCE_TO_GNAF
1690,PETROL STATION,61402439,UNITED PARK RIDGE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,445-449 CHAMBERS FLAT ROAD,PARK RIDGE,4125,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1691,PETROL STATION,61402204,7-ELEVEN BORONIA HEIGHTS,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MIDDLE ROAD,HILLCREST,4118,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1692,PETROL STATION,61401487,BP REDLAND BAY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,721 CLEVELAND-REDLAND BAY ROAD CORNER DOUBLE JUMP ROAD,REDLAND BAY,4165,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,28/05/2020,,,,,,
1693,PETROL STATION,61402264,SHELL TAMBORINE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2785 WATERFORD-TAMBORINE ROAD,MOUNT TAMBORINE,4270,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1694,PETROL STATION,61477699,LIBERTY HELENSVALE,LIBERTY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 MILLENNIUM CIRCUIT,HELENSVALE,4212,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1695,PETROL STATION,61477023,CALTEX NEBO ROAD MACKAY WEST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,153 -155 NEBO ROAD,WEST MACKAY,4740,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/11/2020,,,,,,
1696,PETROL STATION,61402595,CALTEX DAWSON VALLEY ROADHOUSE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,DAWSON STREET,TAROOM,4420,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1697,PETROL STATION,61402203,LAKES CREEK SERVO,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,161-163 LAKES CREEK ROAD,BERSERKER,4701,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1698,PETROL STATION,61451734,COLES EXPRESS PORT DOUGLAS,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10 CAPTAIN COOK HIGHWAY,CRAIGLIE,4877,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
1699,PETROL STATION,61451720,SHELL THE BIG CRAB MIRIAM VALE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER ROE AND DOUGALL STREET,MIRIAM VALE,4677,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1700,PETROL STATION,61402459,CALTEX/WOOLWORTHS MARYBOROUGH,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,110 ADELAIDE STREET AND ALICE STREET,MARYBOROUGH,4650,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1701,PETROL STATION,61402324,PUMA NEWTOWN,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,236A TAYLOR STREET AND WHYALLA STREET,TOOWOOMBA,4350,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,06/11/2019,,,,,,
1702,PETROL STATION,61477045,CALTEX BAYVIEW ST RUNAWAY BAY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,205 BAYVIEW STREET,RUNAWAY BAY,4216,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,29/10/2019,,,,,,
1703,PETROL STATION,61451616,AMPOL PLAINLAND (EASTBOUND),AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,4414 WARREGO HIGHWAY,PLAINLAND,4341,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,11/02/2020,,,,,,
1704,PETROL STATION,61402366,7-ELEVEN PALM BEACH NORTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1346 GOLD COAST HIGHWAY,PALM BEACH,4221,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1705,PETROL STATION,61402326,CALTEX KINGAROY DEPOT FRONT,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,91-93 KINGAROY STREET AND AVOCA STREET,KINGAROY,4610,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,19/03/2020,,,,,,
1706,PETROL STATION,61402650,BP ST GEORGE OPT,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,THALLON ROAD,ST GEORGE,4487,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,04/02/2020,,,,,,
1707,PETROL STATION,61401212,COLES EXPRESS LOGAN RD,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1201 LOGAN ROAD,MOUNT GRAVATT,4122,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
1708,PETROL STATION,61402868,7-ELEVEN PACIFIC PINES,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,PITCAIRN WAY AND ARCHIPELAGO STREET,PACIFIC PINES,4211,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1709,PETROL STATION,61477747,COLES EXPRESS MOLENDINAR,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,501 OLSEN ROAD,SOUTHPORT,4215,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
1710,PETROL STATION,61401791,NIGHTOWL BP MOFFAT BEACH,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,51 RODERICK STREET,MOFFAT BEACH,4551,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,13/12/2019,,,,,,
1711,PETROL STATION,61477768,THE OAKS STORE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49 BURNETT HEADS ROAD,BURNETT HEADS,4670,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1712,PETROL STATION,61402646,MERINGANDAN PRODUCE AND TRADING PLACE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29 GOOMBUNGEE MERINGANDAN ROAD,MERINGANDAN,4352,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1713,PETROL STATION,61401822,COLES EXPRESS NOOSA,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49 DAVID LOW WAY,NOOSA HEADS,4567,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
1714,PETROL STATION,61477069,AMPOL ROSSLYN BAY KIOSK,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,VIN E JONES MEMORIAL DRIVE,ROSSLYN BAY,4703,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1715,PETROL STATION,61401850,BP MOOLOOLAH PINES,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,22 KARANNE DRIVE AND CONNECTION ROAD,MOOLOOLAH,4553,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1716,PETROL STATION,61478013,KANDANGA SNACK BAR,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,50 MAIN STREET,KANDANGA,4570,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,12/11/2020,,,,,,
1717,PETROL STATION,61401956,UNITED BOOVAL,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,203-209 BRISBANE ROAD,BOOVAL,4304,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1718,PETROL STATION,61401641,AMPOL CARINA,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,849 OLD CLEVELAND ROAD AND ANZAC ROAD,CARINA,4152,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,12/10/2020,,,,,,
1719,PETROL STATION,61401893,CALTEX NAMBOUR DIESEL STOP,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19-21 RIGBY STREET,NAMBOUR,4560,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1720,PETROL STATION,61401928,AMPOL MACKENZIE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1015 MOUNT GRAVATT-CAPALABA ROAD,MACKENZIE,4123,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,04/11/2020,,,,,,
1721,PETROL STATION,61401291,AMPOL NUNDAH,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1401 SANDGATE ROAD AND HENCHMAN STREET,NUNDAH,4012,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,02/03/2020,,,,,,
1722,PETROL STATION,61477889,AMPOL SIPPY DOWNS,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,227-237 SIPPY DOWNS DRIVE,SIPPY DOWNS,4556,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,26/09/2019,,,,,,
1723,PETROL STATION,61477682,GEM BAIT AND TACKLE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,281 JACOBS WELL ROAD,STAPYLTON,4207,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,18/07/2019,,,,,,
1724,PETROL STATION,61402051,AMPOL PIMLICO,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,13 PALMERSTON ROAD,PIMLICO,4812,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1725,PETROL STATION,61401555,PUMA WOODRIDGE,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,127 KINGSTON ROAD,WOODRIDGE,4114,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,03/08/2019,,,,,,
1726,PETROL STATION,61402194,BP OAK STREET,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER OAK STREET AND TROPICAL AVENUE,ANDERGROVE,4740,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1727,PETROL STATION,61478016,AMPOL CANAL CREEK QUARRY UNMANNED,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CANAL CREEK ROAD,CANAL CREEK,4702,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,01/12/2020,,,,,,
1728,PETROL STATION,61477125,MUTTABURRA SHOP AND FUEL,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,8 BRUFORD STREET,MUTTABARRA,4732,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1729,PETROL STATION,61402508,WIDGEE GENERAL STORE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2226 WIDGEE-WOOLOOGA ROAD,WIDGEE,4570,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1730,PETROL STATION,61402760,LIBERTY MONKLAND,LIBERTY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,51 GEORDIE STREET,MONKLAND,4570,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,12/09/2019,,,,,,
1731,PETROL STATION,61402386,CALTEX/WOOLWORTHS ZILLMERE,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,385 BEAMS ROAD,ZILLMERE,4018,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,26/11/2020,,,,,,
1732,PETROL STATION,61402272,MOBIL BRINSMEAD,MOBIL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,101-115 BRINSMEAD ROAD,BRINSMEAD,4870,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,30/08/2020,,,,,,
1733,PETROL STATION,61402484,FREEDOM FUELS PITTSWORTH,FREEDOM FUELS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 MURRAY STREET AND RAILWAY STREET,PITTSWORTH,4356,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1734,PETROL STATION,61477864,LIBERTY KINGAROY,LIBERTY,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,125 YOUNGMAN STREET,KINGAROY,4610,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1735,PETROL STATION,61477835,PALMER RIVER ROADHOUSE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 1 MULLIGAN HIGHWAY,PALMER RIVER,4871,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1736,PETROL STATION,61402340,UNITED INGHAM,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 HERBERT STREET,INGHAM,4850,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/12/2019,,,,,,
1737,PETROL STATION,1522,SOUTHBROOK STORE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,O'SHEA AVENUE,SOUTHBROOK,4363,QLD,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
1738,PETROL STATION,61402745,PUMA ROSENEATH UNMANNED,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,744 STUART DRIVE,ROSENEATH,4811,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1739,PETROL STATION,61477781,UNITED PIMPAMA,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,27 DIXON DRIVE,PIMPAMA,4209,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1740,PETROL STATION,61477090,COLES EXPRESS THURINGOWA,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,320 THURINGOWA DRIVE,KIRWAN,4817,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
1741,PETROL STATION,61402418,7-ELEVEN PARKWOOD,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,236 NAPPER ROAD AND DAINTREE DRIVE,PARKWOOD,4214,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1742,PETROL STATION,61477089,BP PORT OF BRISBANE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,32 EXPORT STREET,LYTTON,4178,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,30/09/2019,,,,,,
1743,PETROL STATION,61401170,COLES EXPRESS CHAPEL HILL,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,611 MOGGILL ROAD,CHAPEL HILL,4068,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
1744,PETROL STATION,61478003,MOBIL PLAINLAND,MOBIL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,8 ECHIDNA PLACE,PLAINLAND,4341,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,24/08/2020,,,,,,
1745,PETROL STATION,61402882,CALTEX/WOOLWORTHS BARGARA,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,707 BUNDABERG BARGARA ROAD,BARGARA,4670,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,17/06/2020,,,,,,
1746,PETROL STATION,61401710,MEGA FUELS ROCKLEA,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1384 IPSWICH ROAD,ROCKLEA,4106,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,29/06/2020,,,,,,
1747,PETROL STATION,61401844,7-ELEVEN NAMBOUR,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,922 CONNECTION ROAD AND BLI BLI ROAD,NAMBOUR,4560,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,27/11/2019,,,,,,
1748,PETROL STATION,61402849,7-ELEVEN SANCTUARY COVE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,83-87 BROADWATER AVENUE,SANCTUARY COVE,4212,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1749,PETROL STATION,61401604,PUMA LABRADOR,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,177 GOVERNMENT ROAD,LABRADOR,4215,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,18/06/2020,,,,,,
1750,PETROL STATION,61401714,BP WATERFORD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,ALBERT STREET,WATERFORD WEST,4133,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1751,PETROL STATION,61477708,COLES EXPRESS TANNUM SANDS,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,5-7 BOOTH AVENUE,TANNUM SANDS,4680,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
1752,PETROL STATION,61402839,CALTEX/WOOLWORTHS KIRWAN,COLES WOOLWORTHS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,172 THURINGOWA DRIVE AND CARLTON STREET,KIRWAN,4817,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1753,PETROL STATION,61477138,7-ELEVEN KINGSTON SOUTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,KINGSTON ROAD,KINGSTON,4114,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1754,PETROL STATION,61477986,AMPOL MORNINGSIDE,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER LYTTON ROAD AND COLMSLIE ROAD,MORNINGSIDE,4170,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,28/09/2020,,,,,,
1755,PETROL STATION,61478007,COLES EXPRESS YARRABILBA,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1322-1346 WATERFORD-TAMBORINE ROAD,LOGAN VILLAGE,4207,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,11/11/2020,,,,,,
1756,PETROL STATION,61477145,COLES EXPRESS SPRINGFIELD LAKES (ORION),COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 MAIN STREET,SPRINGFIELD CENTRAL,4300,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
1757,PETROL STATION,61477879,DOOMADGEE ROADHOUSE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER GOODEEDAWA ROAD AND NATIONAL HIGHWAY 1,DOOMADGEE ,4830,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1758,PETROL STATION,61477095,COLES EXPRESS REDLYNCH,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1A CHELSEA LANE,REDLYNCH,4870,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,05/10/2020,,,,,,
1759,PETROL STATION,61401946,COLES EXPRESS MARSDEN PARK,COLES EXPRESS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,36-42 CHAMBERS FLAT ROAD,WATERFORD WEST,4133,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,07/10/2020,,,,,,
1760,PETROL STATION,61402410,CALTEX TOOWOOMBA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,282 RUTHVEN STREET,TOOWOOMBA,4350,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,30/10/2019,,,,,,
1761,PETROL STATION,61477119,PUMA MARLBOROUGH NORTH,PUMA,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,13 PERKINS ROAD,MARLBOROUGH,4705,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1762,PETROL STATION,61402475,TARAMPA FUEL,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,214 LOWOOD MINDEN ROAD,TARAMPA,4311,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1763,PETROL STATION,61402838,KOOKABURRA'S STORE,MISCELLANEOUS,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,7 ALEXANDRA STREET,MIRANI,4754,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1764,PETROL STATION,61401690,BP CLONTARF,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,271 MACDONNELL ROAD,CLONTARF,4019,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,13/11/2019,,,,,,
1765,PETROL STATION,61401409,BP THORNLANDS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,367 BLOOMFIELD STREET,THORNLANDS,4163,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1766,PETROL STATION,61470702,UNITED WEST END,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,111 INGHAM ROAD,WEST END,4810,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1767,PETROL STATION,61402624,AMPOL NEBO,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 PEAK DOWNS HIGHWAY,NEBO,4742,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1768,PETROL STATION,61402017,AMPOL MALANDA,AMPOL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,JAMES AND ENGLISH,MALANDA,4885,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,15/07/2019,,,,,,
1769,PETROL STATION,61402417,METRO PETROLEUM MIAMI,METRO,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,110 MOUNTAIN VIEW AVENUE,MIAMI,4220,QLD,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,03/09/2019,,,,,,
